Tahun,Kabupaten,Desa,Anggaran,Penyaluran
2020,Garut,Nanjungjaya,1236093000,1236093000
2021,Cirebon,Mulyasari,1236082000,1236082000
2019,Indramayu,Sukrawetan,1236043000,1236043000
2020,Bogor,Mekarwangi,1235964000,1235964000
2020,Garut,Cikedokan,1235963000,1235963000
2019,Majalengka,Pagandon,1235962000,1235962000
2020,Garut,Sukajadi,1235908000,1235908000
2021,Majalengka,Sindanghaji,1235877000,1235877000
2021,Garut,Tanjungmulya,1235846000,1235846000
2020,Cirebon,Sindangmekar,1235845000,1235845000
2021,Indramayu,Patrol Baru,1235793000,1235793000
2019,Karawang,Jayamulya,1235783000,1235783000
2019,Bandung Barat,Margajaya,1235751000,1235751000
2020,Bogor,Batujajar,1235671000,1235670999
2020,Bandung,Dukuh,1235623000,1235623000
2021,Garut,Jatiwangi,1235620000,1235620000
2020,Garut,Ciroyom,1235594000,1235594000
2020,Garut,Cisurupan,1235569000,1235569000
2020,Bandung,Cibodas,1235414000,1235414000
2019,Karawang,Kertawaluya,1235330000,1235330000
2021,Bandung,Pakutandang,1235240000,1235240000
2021,Garut,Wanakerta,1235232000,1235232000
2021,Bogor,Ciaruteun Ilir,1404458000,1404458000
2018,Bandung Barat,Sirnaraja,1235071900,1235071900
2019,Karawang,Sukasari,1235068000,1235068000
2021,Indramayu,Haurgeulis,1234990000,1234990000
2020,Garut,Sinarjaya,1234955000,1234955000
2020,Cirebon,Cisaat,1234951000,1234951000
2018,Bogor,Ciaruteun Ilir,860079903,860079903
2021,Sukabumi,Balekambang,1234880000,1234880000
2020,Bandung,Padamukti,1234873000,1234873000
2019,Tasikmalaya,Cipanas,1234850000,1234850000
2020,Bandung,Lagadar,1234785000,1234785000
2021,Pangandaran,Karangkamiri,1234768000,1234768000
2019,Garut,Panawa,1234700000,1234700000
2020,Garut,Sukanagara,1234611000,1234611000
2021,Indramayu,Pranggong,1234581000,1234581000
2021,Cianjur,Cimaragang,1234558000,1234558000
2020,Bandung,Serangmekar,1234527000,1234527000
2020,Sukabumi,Sukajadi,1234501000,1234501000
2021,Garut,Mekarsari,1234499000,1234499000
2021,Karawang,Tanjung,1234497000,1234497000
2021,Karawang,Pasirjaya,1234477000,1234477000
2019,Bogor,Ciaruteun Udik,1313430624,1313430624
2020,Garut,Cikembulan,1234427000,1234427000
2018,Tasikmalaya,Dirgahayu,1234308300,1234308300
2019,Cianjur,Sukaraharja,1234300000,1234300000
2020,Bandung,Rawabogo,1234278000,1234278000
2018,Majalengka,Lebakwangi,1234250990,1234250990
2021,Bogor,Ciaruteun Udik,1119656000,1119656000
2019,Cirebon,Pegagan Kidul,1234219000,1234219000
2021,Indramayu,Kertawinangun,1234199000,1234199000
2019,Cirebon,Dompyong Kulon,1234149000,1234149000
2020,Indramayu,Kendayakan,1234012000,1234012000
2021,Bandung Barat,Lembang,1233987000,1233987000
2021,Indramayu,Majakerta,1233955000,1233955000
2019,Cirebon,Cirebon Girang,1233946000,1233946000
2018,Indramayu,Srengseng,1233918000,1233918000
2019,Cianjur,Nagrak,1233900000,1233900000
2021,Garut,Sukahaji,1233824000,1233824000
2020,Bogor,Ciaruteun Udik,1101308000,1101303376
2020,Indramayu,Sendang,1233754000,1233754000
2019,Bogor,Pasirjaya,1233742133,1233742133
2020,Tasikmalaya,Pangliaran,1233712000,1233712000
2021,Kuningan,Kalimanggis Wetan,1233639000,1233639000
2018,Karawang,Bolang,1233551700,1233551700
2021,Cirebon,Tangkil,1233335000,1233335000
2019,Garut,Sagara,1233300000,1233300000
2020,Garut,Sukahaji,1233206000,1233206000
2021,Majalengka,Kalapadua,1233146000,1233146000
2018,Bogor,Ciaruteun Udik,946431947,946431947
2021,Garut,Mandalakasih,1232953000,1232953000
2018,Bandung,Margamulya,1232930000,1232930000
2020,Karawang,Sukamulya,1232850000,1232850000
2020,Garut,Caringin,1232694000,1232694000
2021,Indramayu,Bojongslawi,1232675000,1232675000
2019,Sukabumi,Jayabakti,1232644000,1232644000
2018,Bandung Barat,Neglasari,1232636200,1232636200
2019,Garut,Mekarbakti,1232600000,1232600000
2018,Sumedang,Cimungkal,1232598000,1232598000
2021,Bandung Barat,Batujajar Barat,1232538000,1232538000
2019,Bandung,Cikoneng,1232537000,1479044400
2019,Garut,Karangsewu,1232500000,1232500000
2019,Garut,Sukamulya,1232500000,1232500000
2018,Bandung Barat,Mandalasari,1232489700,1232489700
2020,Cianjur,Panyindangan,1232463000,1232463000
2018,Bandung Barat,Cangkorah,1232431700,1232431700
2021,Indramayu,Plumbon,1232343000,1232343000
2021,Bandung Barat,Cihideung,1232335000,1232335000
2019,Tasikmalaya,Pedangkamulyan,1232332000,1232332000
2021,Cianjur,Balegede,1232180000,1232180000
2020,Bandung Barat,Wangunsari,1232150000,1232150000
2021,Garut,Leuwigoong,1232025000,1232025000
2020,Karawang,Kertamulya,1232007000,1232007000
2021,Garut,Lewobaru,1232003000,1232003000
2021,Garut,Cisarua,1231951000,1231951000
2021,Subang,Ciasembaru,1085435000,1085435000
2019,Garut,Margalaksana,1231900000,1231900000
2020,Bandung,Karangtunggal,1231854000,1231854000
2019,Cianjur,Cijedil,1231800000,1231800000
2019,Tasikmalaya,Citamba,1231784000,1724497600
2020,Garut,Mekarwangi,1231730000,1231730000
2021,Cianjur,Ramasari,1231590000,1231590000
2020,Cianjur,Sukanagara,1231589000,1231589000
2018,Bandung Barat,Cikadu,1231578100,1231578100
2020,Cianjur,Sukadana,1231515000,1231515000
2021,Majalengka,Mindi,1231515000,1231515000
2021,Garut,Sukanagara,1231196000,1231196000
2021,Karawang,Sabajaya,1231089000,1231089000
2020,Bandung,Karyalaksana,1231085000,1231085000
2020,Garut,Harumansari,1231056000,1231056000
2021,Cirebon,Munjul,1231037000,1231037000
2020,Garut,Cintadamai,1230976000,1230976000
2019,Garut,Depok,1230900000,1230900000
2019,Karawang,Jayanegara,1230839000,1230839000
2020,Tasikmalaya,Sukanagara,1230838000,1230838000
2020,Indramayu,Sukasari,1230837000,1230837000
2018,Bandung Barat,Mandalamukti,1230806500,1230806500
2020,Bogor,Cigudeg,1230779000,1230778999
2020,Sumedang,Cimungkal,1230770000,1230770000
2020,Cianjur,Sindangsari,1230633000,1230633000
2021,Pangandaran,Jayasari,1230554000,1230554000
2020,Garut,Cintamanik,1230533000,1230533000
2019,Sukabumi,Langensari,1230500000,1230500000
2020,Sukabumi,Langensari,1230500000,1230500000
2021,Bandung,Panyocokan,1230404000,1230404000
2020,Majalengka,Mekarmulya,1230404000,1230404000
2019,Bandung,Cileunyi Kulon,1230377000,1230377000
2020,Majalengka,Cisambeng,1230335000,1230335000
2020,Bogor,Cimande Hilir,1230276000,1230275527
2018,Bogor,Bangunjaya,1230197141,1230197140
2021,Tasikmalaya,Banyurasa,1230133000,1230133000
2021,Tasikmalaya,Ciroyom,1230035000,1230035000
2019,Bekasi,Karangsambung,1230000000,1230000000
2019,Bekasi,Sukaringin,1230000000,1230000000
2020,Karawang,Sampalan,1229994000,1229994000
2019,Tasikmalaya,Pakalongan,1229867000,1229867000
2020,Bandung,Cipanjalu,1229862000,1229862000
2021,Garut,Jayaraga,1229830000,1229830000
2021,Cirebon,Ciawigajah,1229811000,1229811000
2021,Garut,Padasuka,1229808000,1229808000
2021,Garut,Sukamenak,1229746000,1229746000
2020,Bogor,Ciasmara,1229689000,1229688086
2019,Majalengka,Gandu,1229635000,1229635000
2019,Garut,Mekargalih,1229600000,1229600000
2018,Bogor,Mekarjaya,1229485377,1229485377
2020,Majalengka,Tarikolot,1229450000,1229450000
2020,Karawang,Duren,1229396000,1229396000
2020,Tasikmalaya,Kalimanggis,1229323000,1229323000
2021,Kuningan,Ciputat,1229287000,1229287000
2020,Tasikmalaya,Tonjongsari,1229275000,1229275000
2019,Cianjur,Wangunjaya,1229200000,1229200000
2019,Garut,Harumansari,1229200000,1229200000
2019,Indramayu,Bongas,1229122000,1229122000
2019,Garut,Cibiuk Kaler,1229100000,1229100000
2020,Tasikmalaya,Cikadongdong,1229096000,1229096000
2020,Indramayu,Lohbener,1229090000,1229090000
2018,Subang,Ciasembaru,1058561900,1058561900
2021,Garut,Pasirwaru,1229047000,1229047000
2020,Cianjur,Sirnagalih,1229003000,1229003000
2019,Garut,Indralayang,1229000000,1229000000
2021,Tasikmalaya,Cikawung,1228989000,1228989000
2019,Indramayu,Sudimampir,1228982000,1228982000
2021,Bandung Barat,Kanangasari,1228894000,1228894000
2019,Karawang,Tanjungsari,1228873000,1228873000
2021,Tasikmalaya,Tobongjaya,1228694000,1228694000
2021,Karawang,Sarijaya,1228562000,1228562000
2020,Indramayu,Cilandak,1228491000,1228491000
2019,Cirebon,Gumulung Lebak,1228419000,1228419000
2018,Cianjur,Sukamahi,1228391000,1228391000
2021,Cirebon,Danawinangun,1228370000,1228370000
2021,Garut,Citangtu,1228324000,1228324000
2021,Karawang,Jayamulya,1228294000,1228294000
2021,Garut,Mekarsari,1228275000,1228275000
2021,Garut,Sindanggalih,1228177000,1228177000
2019,Sukabumi,Bantarsari,1228068000,1228068000
2019,Bogor,Wargajaya,1228056168,1228056168
2019,Indramayu,Plawangan,1228049000,1228049000
2020,Bandung Barat,Cipada,1227984000,1227984000
2020,Garut,Mekargalih,1227981000,1227981000
2020,Subang,Ciasembaru,972946000,972946000
2020,Garut,Sukamanah,1227906000,1227906000
2019,Garut,Cilawu,1227900000,1227900000
2021,Majalengka,Argamukti,1227884000,1227884000
2020,Bekasi,Sukadami,1227873000,1227873000
2019,Bandung,Sangkanhurip,1227872000,1473446400
2020,Cianjur,Sukaraharja,1227847000,1227847000
2021,Garut,Cikarang,1227831000,1227831000
2019,Cianjur,Cidadap,1227800000,1227800000
2020,Cirebon,Dompyong Kulon,1227743000,1227743000
2019,Sukabumi,Caringin,1227731000,1227731000
2019,Majalengka,Sunalari,1227700000,1227700000
2018,Cianjur,Karyamukti,1227697000,1227697000
2019,Subang,Ciasembaru,943875000,943875000
2020,Cirebon,Karangsuwung,1227645000,1227645000
2020,Bekasi,Sarimukti,1227643000,1227643000
2021,Bandung,Nagrog,1227582000,1227582000
2019,Cianjur,Rahong,1227500000,1227500000
2018,Bandung Barat,Wangunsari,1227441800,1227441800
2019,Bandung,Mekarsari,1227436000,1227436000
2018,Subang,Ciasemgirang,1334020000,1334020000
2019,Bandung,Santosa,1227380000,1472856000
2021,Cianjur,Palasari,1227338000,1227338000
2019,Karawang,Payungsari,1227184000,1227184000
2020,Karawang,Payungsari,1227184000,1227184000
2020,Garut,Mekarluyu,1227129000,1227129000
2020,Cirebon,Sumber Kidul,1227121000,1227121000
2019,Garut,Cimahi,1227100000,1227100000
2019,Tasikmalaya,Sukaluyu,1226974000,1226974000
2020,Garut,Simpang,1226947000,1226947000
2021,Karawang,Tegallega,1226830000,1226830000
2021,Cirebon,Ciuyah,1226821000,1226821000
2019,Karawang,Tirtasari,1226821000,1226821000
2019,Indramayu,Sidamulya,1226814000,1226814000
2021,Garut,Cisurupan,1226766000,1226766000
2018,Bekasi,Setialaksana,1226730000,1226730000
2021,Karawang,Karyamulya,1226700000,1226700000
2021,Bekasi,Mekarwangi,1226697000,1226697000
2019,Cirebon,Warugede,1226674000,1226674000
2021,Karawang,Cibalongsari,1226661000,1226661000
2019,Subang,Ciasemgirang,1147347000,1147347000
2019,Bandung,Laksana,1226538000,1471845600
2021,Ciamis,Gunungcupu,1226531000,1226531000
2020,Subang,Ciasemgirang,1147347000,1147347000
2021,Indramayu,Mekarsari,1226444000,1226444000
2019,Subang,Ciasemgirang,1100514000,1100514000
2021,Cirebon,Cikulak,1226387000,1226387000
2021,Cirebon,Sindanghayu,1226384000,1226384000
2021,Cianjur,Kertamukti,1226342000,1226342000
2019,Tasikmalaya,Cibalanarik,1226307000,1226307000
2021,Bandung,Sukamulya,1226179000,1226179000
2020,Cianjur,Bojongkaso,1226056000,1226056000
2020,Garut,Pangeureunan,1226001000,1226001000
2021,Karawang,Wancimekar,1225953000,1225953000
2019,Indramayu,Anjatan Baru,1225908000,1225908000
2019,Tasikmalaya,Cikubang,1225904000,1225904000
2020,Cianjur,Cimacan,1225884000,1225884000
2021,Garut,Pananjung,1225846000,1225846000
2018,Karawang,Kedungjeruk,1225814400,1225814400
2019,Sukabumi,Pulosari,1225741000,1225741000
2021,Garut,Cihaurkuning,1225692000,1225692000
2020,Indramayu,Panyingkiran Lor,1225655000,1225655000
2021,Garut,Bojong,1225642000,1225642000
2021,Garut,Karangpawitan,1225324000,1225324000
2021,Cianjur,Bojong,1225323000,1225323000
2021,Garut,Jatimulya,1225276000,1225276000
2020,Sukabumi,Margalaksana,1225269000,1225269000
2021,Subang,Ciasemhilir,1120914000,1120914000
2021,Sumedang,Pawenang,1225228000,1225228000
2021,Majalengka,Sindang,1225147000,1225147000
2021,Tasikmalaya,Kadipaten,1225131000,1225131000
2021,Ciamis,Citeureup,1225128000,1225128000
2019,Bogor,Balekambang,1224999881,1224999881
2019,Karawang,Cicinde Selatan,1224983000,1224983000
2019,Garut,Linggarjati,1224900000,1224900000
2019,Tasikmalaya,Buniasih,1224842000,1224842000
2019,Cianjur,Selagedang,1224800000,1224800000
2019,Garut,Saribakti,1224800000,1224800000
2020,Garut,Cibunar,1224711000,1224711000
2021,Majalengka,Sukaraja Kulon,1224682000,1224682000
2020,Garut,Simpen Kidul,1224620000,1224620000
2020,Subang,Ciasemhilir,1054169000,1054169000
2021,Garut,Lebakagung,1224606000,1224606000
2021,Bekasi,Jayamukti,1224488000,1224488000
2021,Purwakarta,Campaka,1224446000,1224446000
2018,Bogor,Kembang Kuning,1224434135,1224434135
2019,Bogor,Cibedug,1224329632,1224329632
2018,Karawang,Parungmulya,1224252400,1224252400
2020,Garut,Cimahi,1224220000,1224220000
2019,Kuningan,Margamukti,1224201000,1224201000
2020,Indramayu,Tugu,1224194000,1224194000
2021,Cianjur,Karangnunggal,1224189000,1224189000
2018,Cianjur,Kebonpeuteuy,1224141000,1224141000
2019,Majalengka,Babakansari,1224007000,1224007000
2019,Bekasi,Lubangbuaya,1224000000,1224000000
2021,Cianjur,Sukamanah,1223907000,1223907000
2021,Cirebon,Kubangdeleg,1223888000,1073752000
2020,Garut,Panyindangan,1223852000,1223852000
2018,Bogor,Cibalung,1223748114,1223748114
2018,Subang,Ciasemhilir,1017281000,1017281000
2019,Pangandaran,Langkaplancar,1223667000,1223667000
2019,Garut,Majasari,1223600000,1223600000
2019,Garut,Sukamukti,1223600000,1223600000
2020,Garut,Pasirlangu,1223514000,1223514000
2021,Bandung Barat,Sadangmekar,1223277000,1223277000
2021,Garut,Mekarluyu,1223212000,1223212000
2019,Subang,Ciasemhilir,1017281000,1017281000
2021,Subang,Ciasemtengah,1101962000,1101962000
2020,Tasikmalaya,Bugel,1223084000,1223084000
2021,Cianjur,Bojongkasih,1223022000,1223022000
2019,Bekasi,Sukamukti,1223000000,1223000000
2019,Cianjur,Kamurang,1223000000,1223000000
2019,Garut,Sukahaji,1223000000,1223000000
2020,Indramayu,Mundu,1222932000,1222932000
2019,Cirebon,Cisaat,1222902000,1222902000
2020,Garut,Indralayang,1222847000,1222847000
2021,Karawang,Kertaraharja,1222835000,1222835000
2019,Bandung,Wargaluyu,1222788000,1222788000
2018,Bandung Barat,Mandalasari,1222685100,1222685100
2020,Garut,Pamulihan,1222659000,1222659000
2019,Ciamis,Mekarmulya,1222651000,1222651000
2019,Tasikmalaya,Ciwarak,1222558000,1222558000
2019,Tasikmalaya,Cimanggu,1222531000,1222531000
2019,Garut,Girimakmur,1222500000,1222500000
2019,Garut,Dangdeur,1222400000,1222400000
2020,Cirebon,Jemaras Lor,1222378000,1222378000
2020,Karawang,Sindangmukti,1222321000,1222321000
2021,Bandung,Margaasih,1222308000,1222308000
2021,Cirebon,Losari Lor,1222174000,1222174000
2021,Subang,Belendung,1222174000,1222174000
2020,Purwakarta,Sukasari,1222129000,1222129000
2021,Karawang,Kertamulya,1222067000,1222067000
2021,Bogor,Sukamulya,1222064000,1222064000
2019,Majalengka,Palasah,1222017000,1222017000
2020,Majalengka,Nagarakembang,1222006000,1222006000
2020,Bogor,Singasari,1222003000,1222002291
2020,Kuningan,Nanggela,1221990000,1221990000
2018,Bogor,Cipayung,1221940172,1221940172
2020,Tasikmalaya,Sukaratu,1221908000,1221908000
2019,Garut,Sukatani,1221900000,1221900000
2018,Indramayu,Sumbermulya,1221830000,1221830000
2018,Majalengka,Wanajaya,1221810003,1221810003
2019,Indramayu,Soge,1221769000,1221769000
2019,Tasikmalaya,Margasari,1221761000,1221761000
2020,Garut,Maroko,1221700000,1221700000
2018,Bogor,Nanggung,1221618252,1221618252
2020,Tasikmalaya,Cintaraja,1221540000,1221540000
2019,Garut,Bojong,1221500000,1221500000
2018,Indramayu,Margamulya,1221411000,1221411000
2020,Bandung,Cangkuang Kulon,1221409000,1221409000
2018,Bandung Barat,Kanangasari,1221259600,1221259600
2019,Cirebon,Gebang Mekar,1221254000,1221254000
2021,Tasikmalaya,Ciawi,1221237000,1221237000
2020,Bogor,Pasir Mukti,1221179000,1221162716
2021,Tasikmalaya,Cisempur,1221164000,1221164000
2021,Garut,Sukahati,1221066000,1221066000
2019,Cirebon,Barisan,1221047000,1221047000
2019,Cirebon,Melakasari,1221040000,1221040000
2019,Ciamis,Tenggerraharja,1221021000,1221021000
2020,Indramayu,Jengkok,1220990000,1220990000
2020,Garut,Girimukti,1220963000,1220963000
2019,Bogor,Weninggalih,1220959476,1220959475
2021,Cirebon,Jagapura Wetan,1220959000,1220959000
2020,Cianjur,Simpang,1220937000,1220937000
2019,Garut,Sukatani,1220900000,1220900000
2021,Bandung,Girimulya,1220845000,1021676000
2019,Garut,Simpen Kaler,1220800000,1220800000
2021,Cianjur,Bunikasih,1220705000,1220705000
2019,Karawang,Mekarasih,1220702000,1220702000
2020,Cirebon,Barisan,1220677000,1220677000
2020,Ciamis,Buanamekar,1220674000,1220674000
2021,Sukabumi,Buniwangi,1220672000,1220672000
2021,Indramayu,Cibereng,1220667000,1220667000
2021,Cirebon,Pegagan,1220653000,1220653000
2021,Bogor,Cimande,1220544000,1220544000
2021,Karawang,Cipondoh,1220544000,1220544000
2019,Bogor,Mekarsari,1220438032,1220438032
2020,Cianjur,Sukamanah,1220421000,1220421000
2020,Garut,Cihikeu,1220417000,1220417000
2018,Subang,Ciasemtengah,1086816000,1086816000
2021,Karawang,Cikampek Pusaka,1220343000,1220343000
2020,Subang,Ciasemtengah,1029259000,1029259000
2021,Cianjur,Sindangsari,1220151000,1220151000
2021,Karawang,Kutamaneuh,1220104000,1220104000
2018,Bandung Barat,Singajaya,1220097200,1220097200
2021,Majalengka,Rajawangi,1220086000,1220086000
2020,Majalengka,Sindangwangi,1220040000,1220040000
2021,Karawang,Cikarang,1220012000,1220012000
2019,Bekasi,Jatibaru,1220000000,1220000000
2019,Bekasi,Jejalenjaya,1220000000,1220000000
2019,Bekasi,Sukamantri,1220000000,1220000000
2019,Subang,Ciasemtengah,999183000,999183000
2019,Garut,Sukajadi,1220000000,1220000000
2019,Bogor,Mekarwangi,1219965176,1219965176
2020,Purwakarta,Panyindangan,1219784000,1219784000
2020,Karawang,Sukaratu,1219751000,1219751000
2019,Bogor,Kalong II,1219732197,1219732197
2018,Bogor,Hambalang,1219677623,1219677623
2019,Tasikmalaya,Karyawangi,1219596000,1707434400
2019,Purwakarta,Cipicung,1219563700,1219563700
2020,Indramayu,Sumuradem,1219552000,1219552000
2020,Karawang,Tegalsari,1219547000,1219547000
2019,Bogor,Cijayanti,1219434851,1219434851
2019,Bandung Barat,Pasirlangu,1219414000,1219414000
2019,Cianjur,Sukaratu,1219300000,1219300000
2019,Karawang,Pisangsambo,1219265000,1219265000
2021,Pangandaran,Masawah,1219238000,1219238000
2020,Cianjur,Cikanyere,1219229000,1219229000
2020,Majalengka,Pakubeureum,1219228000,1219228000
2019,Cirebon,Beringin,1219125000,1219125000
2021,Cianjur,Sukaraharja,1219100000,1219100000
2019,Bandung,Rancaekek Kulon,1219093000,1219093000
2020,Kuningan,Ciawi Lor,1216953000,1216953000
2021,Majalengka,Pilangsari,1219072000,1219072000
2020,Garut,Karangwangi,1218948000,1218948000
2018,Cianjur,Wanasari,1218909000,1218909000
2020,Garut,Sukarasa,1218905000,1218905000
2019,Purwakarta,Sukasari,1218836400,1706370960
2021,Sukabumi,Cisarua,1218715000,1218715000
2021,Bekasi,Sukakarsa,1218690000,1218690000
2021,Bogor,Cibening,1218612000,1218612000
2020,Majalengka,Kasokandel,1218612000,1218612000
2021,Kuningan,Ciawi Lor,1192226000,1192226000
2021,Bogor,Palasari,1218603000,1218603000
2019,Indramayu,Haurgeulis,1218601000,1218601000
2019,Majalengka,Sumberjaya,1218475000,1218475000
2021,Kuningan,Cipancur,1218473000,1218473000
2019,Tasikmalaya,Sukasetia,1218425000,1218425000
2019,Garut,Ciburuy,1218400000,1218400000
2019,Garut,Ciroyom,1218400000,1218400000
2019,Garut,Cihikeu,1218300000,1218300000
2020,Bandung,Neglasari,1218276000,1218276000
2021,Cirebon,Wangkelang,1218270000,1218270000
2021,Subang,Gunungtua,1218244000,1218244000
2020,Karawang,Pasirjaya,1218173000,1218173000
2021,Bekasi,Nagasari,1218171000,1218171000
2018,Cianjur,Cikadu,1218136000,1218136000
2021,Sukabumi,Cijulang,1218091000,1218091000
2019,Indramayu,Lempuyang,1218055000,1218055000
2019,Majalengka,Jagasari,1218044000,1218044000
2021,Indramayu,Wirakanan,1218017000,1218017000
2021,Cianjur,Mekarjaya,1218006000,1218006000
2019,Sukabumi,Sekarsari,1217978000,1217978000
2020,Sukabumi,Cidahu,1217939000,1217939000
2021,Garut,Sindangprabu,1217884000,1217884000
2019,Ciamis,Buanamekar,1217804000,1217804000
2018,Tasikmalaya,Tenjonagara,1217802000,1217802000
2019,Tasikmalaya,Sirnaraja,1217776000,1217776000
2020,Cianjur,Nyalindung,1217553000,1217553000
2021,Indramayu,Puntang,1217534000,1217534000
2019,Garut,Pananjung,1217500000,1217500000
2021,Bekasi,Mekarmukti,1217447000,1217373700
2019,Garut,Mekarasih,1217400000,1217400000
2021,Bogor,Leuwimekar,1217370000,1217370000
2020,Bandung Barat,Ciptagumati,1217305000,1217305000
2020,Indramayu,Sukamulya,1217299000,1217299000
2021,Cianjur,Pangadegan,1217240000,1217240000
2021,Sukabumi,Bantargadung,1217240000,1217240000
